,ID
2403,CPCT02120037T
2404,CPCT02120040T
2405,CPCT02120041T
2406,CPCT02120042T
2407,CPCT02120044T
2408,CPCT02120047T
2409,CPCT02120047TII
2410,CPCT02120048T
2411,CPCT02120050T
2412,CPCT02120051T
2413,CPCT02120052T
2414,CPCT02120053T
2415,CPCT02120054T
2416,CPCT02120055T
2417,CPCT02120056T
2418,CPCT02120057T
2419,CPCT02120058T
2420,CPCT02120059T
2421,CPCT02120061T
2422,CPCT02120062T
2423,CPCT02120063T
2424,CPCT02120066T
2425,CPCT02120069T
2426,CPCT02120073T
2427,CPCT02120074T
2428,CPCT02120077T
2429,CPCT02120078T
2430,CPCT02120079T
2431,CPCT02120080T
2432,CPCT02120085T
2433,CPCT02120087T
2434,CPCT02120088T
2435,CPCT02120090T
2436,CPCT02120091T
2437,CPCT02120095T
2438,CPCT02120096T
2439,CPCT02120097T
2440,CPCT02120098T
2441,CPCT02120099T
2442,CPCT02120100T
2443,CPCT02120101T
2444,CPCT02120102T
2445,CPCT02120105T
2446,CPCT02120107T
2447,CPCT02120108T
2448,CPCT02120110T
2449,CPCT02120111T
2450,CPCT02120112T
2451,CPCT02120114T
2452,CPCT02120117T
2453,CPCT02120118T
2454,CPCT02120119T
2455,CPCT02120120T
2456,CPCT02120121T
2457,CPCT02120123T
2458,CPCT02120124T
2459,CPCT02120131T
2460,CPCT02120132T
2461,CPCT02120136T
2462,CPCT02120137T
2463,CPCT02120138T
2464,CPCT02120140T
2465,CPCT02120144T
2466,CPCT02120145T
2467,CPCT02120146T
2468,CPCT02120147T
2469,CPCT02120148T
2470,CPCT02120149T
2471,CPCT02120150T
2472,CPCT02120152T
2473,CPCT02120153T
2474,CPCT02120154T
2475,CPCT02120158T
2476,CPCT02120160T
2477,CPCT02120161T
2478,CPCT02120162T
2479,CPCT02120165T
2480,CPCT02120167T
2481,CPCT02120168T
2482,CPCT02120171T
2483,CPCT02120172T
2484,CPCT02120176T
2485,CPCT02120177T
2486,CPCT02120179T
2487,CPCT02120180T
2488,CPCT02120182T
2489,CPCT02120183T
2490,CPCT02120184T
2491,CPCT02120187T
2492,CPCT02120189T
2493,CPCT02120191T
2494,CPCT02120193T
2495,CPCT02120195T
2496,CPCT02120198T
2497,CPCT02120199T
2498,CPCT02120200T
2499,CPCT02120203T
2500,CPCT02120204T
2501,CPCT02120206T
2502,CPCT02130003T
2503,CPCT02130006T
2504,CPCT02130010T
2505,CPCT02130013T
2506,CPCT02130014T
2507,CPCT02130024T
2508,CPCT02130025T
2509,CPCT02130028T
2510,CPCT02130031T
2511,CPCT02130032T
2512,CPCT02130033T
2513,CPCT02130034T
2514,CPCT02130035T
2515,CPCT02130041T
2516,CPCT02130044T
2517,CPCT02130046T
2518,CPCT02130047T
2519,CPCT02130048T
2520,CPCT02130049T
2521,CPCT02130050T
2522,CPCT02130051T
2523,CPCT02130054T
2524,CPCT02130056T
2525,CPCT02130057T
2526,CPCT02130059T
2527,CPCT02130062T
2528,CPCT02130064T
2529,CPCT02130066T
2530,CPCT02130067T
2531,CPCT02130069T
2532,CPCT02130070T
2533,CPCT02130071T
2534,CPCT02130079T
2535,CPCT02130082T
2536,CPCT02130084T
2537,CPCT02130085T
2538,CPCT02130087T
2539,CPCT02130091T
2540,CPCT02130093T
2541,CPCT02130095T
2542,CPCT02130096T
2543,CPCT02130105T
2544,CPCT02130107T
2545,CPCT02130116T
2546,CPCT02130118T
2547,CPCT02130120T
2548,CPCT02130122T
2549,CPCT02130125T
2550,CPCT02130127T
2551,CPCT02130129T
2552,CPCT02130131T
2553,CPCT02130132T
2554,CPCT02130134T
2555,CPCT02130137T
2556,CPCT02130138T
2557,CPCT02130139T
2558,CPCT02130140T
2559,CPCT02130142T
2560,CPCT02130144T
2561,CPCT02130146T
2562,CPCT02130147T
2563,CPCT02130148T
2564,CPCT02130152T
2565,CPCT02130154T
2566,CPCT02130155T
2567,CPCT02130156T
2568,CPCT02130157T
2569,CPCT02130158T
2570,CPCT02130159T
2571,CPCT02130163T
2572,CPCT02130164T
2573,CPCT02130167T
2574,CPCT02130169T
2575,CPCT02130170T
2576,CPCT02130172T
2577,CPCT02130173T
2578,CPCT02130178T
2579,CPCT02130180T
2580,CPCT02130184T
2581,CPCT02130186T
2582,CPCT02130188T
2583,CPCT02130189T
2584,CPCT02130190T
2585,CPCT02140003T
2586,CPCT02140004T
2587,CPCT02140004TII
2588,CPCT02140006T
2589,CPCT02140007T
2590,CPCT02140010T
2591,CPCT02140011T
2592,CPCT02140012T
2593,CPCT02140015T
2594,CPCT02140017T
2595,CPCT02140017TII
2596,CPCT02140018T
2597,CPCT02140020T
2598,CPCT02140021T
2599,CPCT02140022T
2600,CPCT02140023T
2601,CPCT02140024T
2602,CPCT02140025T
2603,CPCT02140026T
2604,CPCT02140028T
2605,CPCT02140029T
2606,CPCT02140030T
2607,CPCT02140034T
2608,CPCT02140037T
2609,CPCT02140038T
2610,CPCT02140039T
2611,CPCT02140040T
2612,CPCT02140041T
2613,CPCT02140041TII
2614,CPCT02140041TIII
2615,CPCT02140041TIV
2616,CPCT02140042T
2617,CPCT02140042TII
2618,CPCT02140044T
2619,CPCT02140045T
2620,CPCT02140046T
2621,CPCT02140047T
2622,CPCT02140050T
2623,CPCT02140052T
2624,CPCT02140053T
2625,CPCT02140054T
2626,CPCT02140055T
2627,CPCT02140056T
2628,CPCT02140059T
2629,CPCT02140060T
2630,CPCT02140061T
2631,CPCT02140065T
2632,CPCT02140067T
2633,CPCT02140070T
2634,CPCT02140071T
2635,CPCT02140072T
2636,CPCT02140074T
2637,CPCT02140075T
2638,CPCT02140079T
2639,CPCT02140080T
2640,CPCT02140081T
2641,CPCT02140083T
2642,CPCT02140085T
2643,CPCT02140085TII
2644,CPCT02140086T
2645,CPCT02140087T
2646,CPCT02140089T
2647,CPCT02140091T
2648,CPCT02140091TII
2649,CPCT02140093T
2650,CPCT02140094T
2651,CPCT02140094TII
2652,CPCT02140095T
2653,CPCT02140098T
2654,CPCT02140101T
2655,CPCT02140102T
2656,CPCT02140104T
2657,CPCT02140105T
2658,CPCT02140106T
2659,CPCT02140107T
2660,CPCT02140110T
2661,CPCT02150002T
2662,CPCT02150004T
2663,CPCT02150005T
2664,CPCT02150006T
2665,CPCT02150008T
2666,CPCT02150012T
2667,CPCT02150013T
2668,CPCT02150014T
2669,CPCT02150016T
2670,CPCT02150017T
2671,CPCT02150018T
2672,CPCT02150019T
2673,CPCT02150021T
2674,CPCT02150025T
2675,CPCT02150027T
2676,CPCT02150031T
2677,CPCT02150034T
2678,CPCT02150040T
2679,CPCT02150043T
2680,CPCT02150046T
2681,CPCT02150047T
2682,CPCT02150048T
2683,CPCT02150051T
2684,CPCT02150052T
2685,CPCT02160001T
2686,CPCT02160003T
2687,CPCT02160004T
2688,CPCT02160005T
2689,CPCT02160007T
2690,CPCT02160008T
2691,CPCT02160009T
2692,CPCT02160010T
2693,CPCT02160012T
2694,CPCT02160013T
2695,CPCT02160014T
2696,CPCT02160015T
2697,CPCT02160017T
2698,CPCT02160018T
2699,CPCT02160019T
2700,CPCT02160020T
2701,CPCT02160021T
2702,CPCT02160022T
2703,CPCT02160024T
2704,CPCT02160026T
2705,CPCT02160027T
2706,CPCT02160028T
2707,CPCT02160029T
2708,CPCT02160030T
2709,CPCT02160034T
2710,CPCT02160035T
2711,CPCT02160036T
2712,CPCT02160037T
2713,CPCT02160038T
2714,CPCT02160039T
2715,CPCT02160040T
2716,CPCT02160041T
2717,CPCT02160042T
2718,CPCT02160045T
2719,CPCT02160047T
2720,CPCT02160049T
2721,CPCT02160051T
2722,CPCT02160052T
2723,CPCT02160055T
2724,CPCT02160057T
2725,CPCT02160058T
2726,CPCT02160059T
2727,CPCT02160060T
2728,CPCT02160061T
2729,CPCT02160062T
2730,CPCT02170002T
2731,CPCT02170006T
2732,CPCT02170007T
2733,CPCT02170010T
2734,CPCT02170012T
2735,CPCT02170014T
2736,CPCT02170016T
2737,CPCT02170017T
2738,CPCT02170018T
2739,CPCT02170019T
2740,CPCT02170020T
2741,CPCT02170022T
2742,CPCT02170024T
2743,CPCT02170027T
2744,CPCT02170029T
2745,CPCT02170032T
2746,CPCT02170033T
2747,CPCT02170035T
2748,CPCT02170036T
2749,CPCT02170037T
2750,CPCT02170038T
2751,CPCT02170039T
2752,CPCT02180002T
2753,CPCT02180003T
2754,CPCT02180005T
2755,CPCT02180007T
2756,CPCT02180008T
2757,CPCT02180009T
2758,CPCT02180012T
2759,CPCT02180014T
2760,CPCT02180020T
2761,CPCT02180022T
2762,CPCT02180023T
2763,CPCT02180025T
2764,CPCT02180028T
2765,CPCT02180029T
2766,CPCT02180030T
2767,CPCT02180031T
2768,CPCT02180033T
2769,CPCT02180038T
2770,CPCT02180041T
2771,CPCT02180042T
2772,CPCT02180045T
2773,CPCT02180048T
2774,CPCT02180049T
2775,CPCT02180050T
2776,CPCT02180051T
2777,CPCT02180052T
2778,CPCT02180053T
2779,CPCT02180054T
2780,CPCT02180055T
2781,CPCT02180057T
2782,CPCT02180064T
2783,CPCT02180067T
2784,CPCT02180070T
2785,CPCT02180072T
2786,CPCT02180076T
2787,CPCT02180077T
2788,CPCT02180078T
2789,CPCT02190001T
2790,CPCT02190002T
2791,CPCT02190003T
2792,CPCT02190004T
2793,CPCT02190006T
2794,CPCT02190007T
2795,CPCT02190009T
2796,CPCT02190014T
2797,CPCT02190017T
2798,CPCT02190019T
2799,CPCT02190020T
2800,CPCT02190023T
2801,CPCT02190024T
2802,CPCT02190026T
2803,CPCT02190027T
2804,CPCT02190029T
2805,CPCT02190030T
2806,CPCT02190031T
2807,CPCT02190033T
2808,CPCT02190037T
2809,CPCT02190039T
2810,CPCT02190040T
2811,CPCT02190041T
2812,CPCT02190043T
2813,CPCT02190044T
2814,CPCT02190045T
2815,CPCT02190047T
2816,CPCT02190049T
2817,CPCT02190050T
2818,CPCT02190051T
2819,CPCT02190052T
2820,CPCT02190054T
2821,CPCT02190055T
2822,CPCT02200005T
2823,CPCT02200006T
2824,CPCT02200007T
2825,CPCT02200008T
2826,CPCT02200009T
2827,CPCT02210001T
2828,CPCT02210003T
2829,CPCT02210004T
2830,CPCT02210007T
2831,CPCT02210008T
2832,CPCT02210009T
2833,CPCT02210010T
2834,CPCT02210011T
2835,CPCT02210012T
2836,CPCT02210014T
2837,CPCT02210016T
2838,CPCT02210017T
2839,CPCT02210018T
2840,CPCT02210020T
2841,CPCT02210023T
2842,CPCT02210024T
2843,CPCT02210025T
2844,CPCT02210026T
2845,CPCT02210027T
2846,CPCT02210028T
2847,CPCT02210029T
2848,CPCT02210031T
2849,CPCT02210033T
2850,CPCT02210034T
2851,CPCT02210035T
2852,CPCT02210036T
2853,CPCT02210037T
2854,CPCT02210039T
2855,CPCT02210040T
2856,CPCT02210041T
2857,CPCT02210043T
2858,CPCT02210044T
2859,CPCT02210045T
2860,CPCT02210046T
2861,CPCT02210048T
2862,CPCT02210049T
2863,CPCT02210050T
2864,CPCT02210051T
2865,CPCT02210053T
2866,CPCT02210054T
2867,CPCT02210056T
2868,CPCT02210059T
2869,CPCT02210064T
2870,CPCT02210065T
2871,CPCT02210066T
2872,CPCT02210067T
2873,CPCT02210068T
2874,CPCT02210069T
2875,CPCT02210070T
2876,CPCT02210071T
2877,CPCT02210073T
2878,CPCT02210074T
2879,CPCT02210075T
2880,CPCT02210076T
2881,CPCT02210077T
2882,CPCT02210082T
2883,CPCT02210083T
2884,CPCT02210085T
2885,CPCT02220001T
2886,CPCT02220002T
2887,CPCT02220005T
2888,CPCT02220006T
2889,CPCT02220007T
2890,CPCT02220008T
2891,CPCT02220009T
2892,CPCT02220014T
2893,CPCT02220015T
2894,CPCT02220019T
2895,CPCT02220020T
2896,CPCT02220022T
2897,CPCT02220023T
2898,CPCT02220024T
2899,CPCT02220025T
2900,CPCT02220026T
2901,CPCT02220027T
2902,CPCT02220029T
2903,CPCT02220030T
2904,CPCT02220031T
2905,CPCT02220036T
2906,CPCT02220037T
2907,CPCT02220041T
2908,CPCT02220044T
2909,CPCT02220045T
2910,CPCT02220047T
2911,CPCT02220050T
2912,CPCT02220053T
2913,CPCT02220054T
2914,CPCT02220056T
2915,CPCT02220057T
2916,CPCT02220059T
2917,CPCT02220060T
2918,CPCT02220061T
2919,CPCT02220063T
2920,CPCT02220064T
2921,CPCT02220067T
2922,CPCT02220069T
2923,CPCT02220071T
2924,CPCT02220075T
2925,CPCT02220076T
2926,CPCT02220077T
2927,CPCT02220078T
2928,CPCT02220079T
2929,CPCT02220081T
2930,CPCT02220082T
2931,CPCT02230001T
2932,CPCT02230002T
2933,CPCT02230003T
2934,CPCT02230004T
2935,CPCT02230005T
2936,CPCT02230006T
2937,CPCT02230011T
2938,CPCT02230012T
2939,CPCT02230014T
2940,CPCT02230015T
2941,CPCT02230016T
2942,CPCT02230021T
2943,CPCT02230022T
2944,CPCT02230023T
2945,CPCT02230024T
2946,CPCT02230025T
2947,CPCT02230027T
2948,CPCT02230028T
2949,CPCT02230029T
2950,CPCT02230030T
2951,CPCT02230032T
2952,CPCT02230033T
2953,CPCT02230034T
2954,CPCT02230035T
2955,CPCT02230036T
2956,CPCT02230039T
2957,CPCT02230042T
2958,CPCT02230044T
2959,CPCT02230045T
2960,CPCT02230047T
2961,CPCT02230050T
2962,CPCT02230052T
2963,CPCT02230053T
2964,CPCT02230055T
2965,CPCT02230056T
2966,CPCT02230057T
2967,CPCT02230058T
2968,CPCT02230059T
2969,CPCT02230060T
2970,CPCT02230067T
2971,CPCT02230068T
2972,CPCT02230070T
2973,CPCT02230071T
2974,CPCT02230073T
2975,CPCT02230074T
2976,CPCT02230075T
2977,CPCT02230077T
2978,CPCT02230078T
2979,CPCT02230079T
2980,CPCT02230080T
2981,CPCT02230082T
2982,CPCT02230085T
2983,CPCT02230086T
2984,CPCT02230087T
2985,CPCT02230089T
2986,CPCT02230090T
2987,CPCT02230091T
2988,CPCT02230095T
2989,CPCT02230096T
2990,CPCT02230097T
2991,CPCT02230098T
2992,CPCT02230099T
2993,CPCT02230100T
2994,CPCT02230101T
2995,CPCT02230102T
2996,CPCT02230106T
2997,CPCT02230107T
2998,CPCT02230108T
2999,CPCT02230110T
3000,CPCT02230111T
3001,CPCT02230113T
3002,CPCT02230117T
3003,CPCT02230118T
3004,CPCT02230120T
3005,CPCT02230120TII
3006,CPCT02230124T
3007,CPCT02230125T
3008,CPCT02230126T
3009,CPCT02230128T
3010,CPCT02230130T
3011,CPCT02240001T
3012,CPCT02240003T
3013,CPCT02240005T
3014,CPCT02240007T
3015,CPCT02240007TII
3016,CPCT02240008T
3017,CPCT02240009T
3018,CPCT02240010T
3019,CPCT02240011T
3020,CPCT02240012T
3021,CPCT02240013T
3022,CPCT02250001T
3023,CPCT02250002T
3024,CPCT02250004T
3025,CPCT02250005T
3026,CPCT02250006T
3027,CPCT02250007T
3028,CPCT02250009T
3029,CPCT02250010T
3030,CPCT02250011T
3031,CPCT02260001T
3032,CPCT02260007T
3033,CPCT02260008T
3034,CPCT02260012T
3035,CPCT02260015T
3036,CPCT02260016T
3037,CPCT02260017T
3038,CPCT02260021T
3039,CPCT02260028T
3040,CPCT02260029T
3041,CPCT02270001T
3042,CPCT02270003T
3043,CPCT02270006T
3044,CPCT02270007T
3045,CPCT02270008T
3046,CPCT02270009T
3047,CPCT02270018T
3048,CPCT02270021T
3049,CPCT02270022T
3050,CPCT02270023T
3051,CPCT02270026T
3052,CPCT02270028T
3053,CPCT02270029T
3054,CPCT02270030T
3055,CPCT02270031T
3056,CPCT02270034T
3057,CPCT02270035T
3058,CPCT02270036T
3059,CPCT02270041T
3060,CPCT02270043T
3061,CPCT02270045T
3062,CPCT02270046T
3063,CPCT02270049T
3064,CPCT02290001T
3065,CPCT02290003T
3066,CPCT02290006T
3067,CPCT02290008T
3068,CPCT02290010T
3069,CPCT02290011T
3070,CPCT02290016T
3071,CPCT02290017T
3072,CPCT02290018T
3073,CPCT02290020T
3074,CPCT02290023T
3075,CPCT02290024T
3076,CPCT02290028T
3077,CPCT02290030T
3078,CPCT02290031T
3079,CPCT02290032T
3080,CPCT02290033T
3081,CPCT02290035T
3082,CPCT02290036T
3083,CPCT02290037T
3084,CPCT02290038T
3085,CPCT02290040T
3086,CPCT02290044T
3087,CPCT02290045T
3088,CPCT02290046T
3089,CPCT02290048T
3090,CPCT02290049T
3091,CPCT02290050T
3092,CPCT02290051T
3093,CPCT02290052T
3094,CPCT02290053T
3095,CPCT02290056T
3096,CPCT02290057T
3097,CPCT02290061T
3098,CPCT02300001T
3099,CPCT02300002T
3100,CPCT02300005T
3101,CPCT02300008T
3102,CPCT02300009T
3103,CPCT02300010T
3104,CPCT02300011T
3105,CPCT02300014T
3106,CPCT02300015T
3107,CPCT02300016T
3108,CPCT02300017T
3109,CPCT02300018T
3110,CPCT02300019T
3111,CPCT02300021T
3112,CPCT02300026T
3113,CPCT02300027T
3114,CPCT02300028T
3115,CPCT02300029T
3116,CPCT02300031T
3117,CPCT02300032T
3118,CPCT02300033T
3119,CPCT02300034T
3120,CPCT02300039T
3121,CPCT02300040T
3122,CPCT02300043T
3123,CPCT02300046T
3124,CPCT02300048T
3125,CPCT02300049T
3126,CPCT02300050T
3127,CPCT02300052T
3128,CPCT02310002T
3129,CPCT02310003T
3130,CPCT02310004T
3131,CPCT02310005T
3132,CPCT02310006T
3133,CPCT02310007T
3134,CPCT02310008T
3135,CPCT02310011T
3136,CPCT02310013T
3137,CPCT02310016T
3138,CPCT02310018T
3139,CPCT02310019T
3140,CPCT02310021T
3141,CPCT02310022T
3142,CPCT02320001T
3143,CPCT02320002T
3144,CPCT02320003T
3145,CPCT02320005T
3146,CPCT02320007T
3147,CPCT02320008T
3148,CPCT02320009T
3149,CPCT02320010T
3150,CPCT02320011T
3151,CPCT02330006T
3152,CPCT02330007T
3153,CPCT02330009T
3154,CPCT02330014T
3155,CPCT02330015T
3156,CPCT02330017T
3157,CPCT02330021T
3158,CPCT02330023T
3159,CPCT02330024T
3160,CPCT02330025T
3161,CPCT02330027T
3162,CPCT02330029T
3163,CPCT02330032T
3164,CPCT02330033T
3165,CPCT02330034T
3166,CPCT02330035T
3167,CPCT02330036T
3168,CPCT02330037T
3169,CPCT02330042T
3170,CPCT02330043T
3171,CPCT02330044T
3172,CPCT02330045T
3173,CPCT02330046T
3174,CPCT02330047T
3175,CPCT02330049T
3176,CPCT02330051T
3177,CPCT02330052T
3178,CPCT02330053T
3179,CPCT02330055T
3180,CPCT02330058T
3181,CPCT02330061T
3182,CPCT02330063T
3183,CPCT02330066T
3184,CPCT02330067T
3185,CPCT02330070T
3186,CPCT02330071T
3187,CPCT02330072T
3188,CPCT02330072TII
3189,CPCT02330073T
3190,CPCT02330075T
3191,CPCT02330076T
3192,CPCT02330078T
3193,CPCT02330080T
3194,CPCT02330082T
3195,CPCT02330084T
3196,CPCT02330085T
3197,CPCT02330089T
3198,CPCT02330092T
3199,CPCT02330094T
3200,CPCT02330095T
3201,CPCT02330098T
3202,CPCT02330099T
3203,CPCT02330100T
3204,CPCT02330102T
3205,CPCT02330103T
3206,CPCT02330104T
3207,CPCT02330111T
3208,CPCT02330112T
3209,CPCT02330122T
3210,CPCT02330123T
3211,CPCT02330124T
3212,CPCT02330125T
3213,CPCT02330128T
3214,CPCT02330129T
3215,CPCT02330130T
3216,CPCT02330131T
3217,CPCT02330132T
3218,CPCT02330133T
3219,CPCT02330135T
3220,CPCT02330138T
3221,CPCT02330139T
3222,CPCT02340001T
3223,CPCT02340006T
3224,CPCT02340011T
3225,CPCT02340012T
3226,CPCT02340014T
3227,CPCT02340017T
3228,CPCT02340018T
3229,CPCT02340018TII
3230,CPCT02340019T
3231,CPCT02340020T
3232,CPCT02340022T
3233,CPCT02340024T
3234,CPCT02340025T
3235,CPCT02340026T
3236,CPCT02340029T
3237,CPCT02340032T
3238,CPCT02340034T
3239,CPCT02340036T
3240,CPCT02340037T
3241,CPCT02340038T
3242,CPCT02340040T
3243,CPCT02340041T
3244,CPCT02340042T
3245,CPCT02340045T
3246,CPCT02340046T
3247,CPCT02340047T
3248,CPCT02340048T
3249,CPCT02340049T
3250,CPCT02340055T
3251,CPCT02340056T
3252,CPCT02340057T
3253,CPCT02340058T
3254,CPCT02340060T
3255,CPCT02340064T
3256,CPCT02340066T
3257,CPCT02340066TII
3258,CPCT02340066TIII
3259,CPCT02340066TIV
3260,CPCT02340067T
3261,CPCT02340068T
3262,CPCT02340070T
3263,CPCT02340071T
3264,CPCT02340073T
3265,CPCT02340074T
3266,CPCT02340077T
3267,CPCT02340078T
3268,CPCT02340080T
3269,CPCT02340083T
3270,CPCT02340086T
3271,CPCT02340095T
3272,CPCT02340097T
3273,CPCT02340098T
3274,CPCT02340099T
3275,CPCT02340100T
3276,CPCT02340102T
3277,CPCT02340104T
3278,CPCT02340106T
3279,CPCT02340107T
3280,CPCT02340108T
3281,CPCT02340110T
3282,CPCT02340112T
3283,CPCT02340115T
3284,CPCT02350002T
3285,CPCT02350003T
3286,CPCT02350007T
3287,CPCT02350008T
3288,CPCT02350009T
3289,CPCT02350012T
3290,CPCT02350014T
3291,CPCT02350020T
3292,CPCT02350021T
3293,CPCT02350027T
3294,CPCT02360007T
3295,CPCT02360008T
3296,CPCT02360009T
3297,CPCT02360011T
3298,CPCT02360012T
3299,CPCT02360014T
3300,CPCT02360015T
3301,CPCT02360016T
3302,CPCT02360017T
3303,CPCT02360018T
3304,CPCT02360022T
3305,CPCT02370001T
3306,CPCT02370002T
3307,CPCT02370002TII
3308,CPCT02370003T
3309,CPCT02370004T
3310,CPCT02370005T
3311,CPCT02370006T
3312,CPCT02370008T
3313,CPCT02370010T
3314,CPCT02370012T
3315,CPCT02370013TII
3316,CPCT02370015T
3317,CPCT02370016T
3318,CPCT02370019T
3319,CPCT02370020T
3320,CPCT02370022T
3321,CPCT02370024T
3322,CPCT02370025T
3323,CPCT02370026T
3324,CPCT02370027T
3325,CPCT02370030T
3326,CPCT02370031T
3327,CPCT02370034T
3328,CPCT02370036T
3329,CPCT02370037T
3330,CPCT02380002T
3331,CPCT02380005T
3332,CPCT02380009T
3333,CPCT02380011T
3334,CPCT02380014T
3335,CPCT02380015T
3336,CPCT02380016T
3337,CPCT02380019T
3338,CPCT02380020T
3339,CPCT02380021T
3340,CPCT02380023T
3341,CPCT02380024T
3342,CPCT02380026T
3343,CPCT02380028T
3344,CPCT02380029T
3345,CPCT02380030T
3346,CPCT02380032T
3347,CPCT02380033T
3348,CPCT02380034T
3349,CPCT02380035T
3350,CPCT02380036T
3351,CPCT02380037T
3352,CPCT02380039T
3353,CPCT02380040T
3354,CPCT02380044T
3355,CPCT02380047T
3356,CPCT02380049T
3357,CPCT02380050T
3358,CPCT02380051T
3359,CPCT02380052T
3360,CPCT02380054T
3361,CPCT02390001T
3362,CPCT02390001TII
3363,CPCT02390002T
3364,CPCT02390006T
3365,CPCT02390007T
3366,CPCT02390008T
3367,CPCT02390010T
3368,CPCT02390015T
3369,CPCT02390017T
3370,CPCT02390021T
3371,CPCT02390022T
3372,CPCT02390026T
3373,CPCT02390027T
3374,CPCT02390028T
3375,CPCT02390029T
3376,CPCT02390030T
3377,CPCT02390032T
3378,CPCT02390033T
3379,CPCT02390034T
3380,CPCT02390035T
3381,CPCT02390037T
3382,CPCT02390038T
3383,CPCT02390040T
3384,CPCT02390043T
3385,CPCT02390044T
3386,CPCT02400002T
3387,CPCT02410001T
3388,CPCT02410004T
3389,CPCT02410006T
3390,CPCT02410008T
3391,CPCT02410009T
3392,CPCT02410012T
3393,CPCT02410013T
3394,CPCT02410017T
3395,CPCT02410019T
3396,CPCT02430002T
3397,CPCT02440001T
3398,CPCT02440004T
3399,CPCT02440009T
3400,CPCT02440010T
3401,CPCT02440012T
3402,CPCT02440014T
3403,CPCT02440016T
3404,CPCT02440017T
3405,CPCT02440018T
3406,CPCT02440020T
3407,CPCT02440021T
3408,CPCT02440023T
3409,CPCT02440027T
3410,CPCT02440028T
3411,CPCT02440030T
3412,CPCT02440033T
3413,CPCT02450002T
3414,CPCT02450004T
3415,CPCT02450007T
3416,CPCT02450014T
3417,CPCT02450016T
3418,CPCT02460001T
3419,CPCT02460002T
3420,CPCT02460004T
3421,CPCT02460005T
3422,CPCT02460006T
3423,CPCT02470001T
3424,CPCT02470003T
3425,DRUP01010001T
3426,DRUP01010006T
3427,DRUP01010007T
3428,DRUP01010010T
3429,DRUP01010012T
3430,DRUP01010016T
3431,DRUP01010017T
3432,DRUP01010018T
3433,DRUP01010019T
3434,DRUP01010020T
3435,DRUP01010022T
3436,DRUP01010023T
3437,DRUP01010024T
3438,DRUP01010024TII
3439,DRUP01010025T
3440,DRUP01010034T
3441,DRUP01010035T
3442,DRUP01010036T
3443,DRUP01010037T
3444,DRUP01010038T
3445,DRUP01010040T
3446,DRUP01010041T
3447,DRUP01010044T
3448,DRUP01010047T
3449,DRUP01010047TII
3450,DRUP01010049T
3451,DRUP01010051T
3452,DRUP01010051TII
3453,DRUP01010053T
3454,DRUP01010054T
3455,DRUP01010057T
3456,DRUP01010059T
3457,DRUP01010064T
3458,DRUP01010065T
3459,DRUP01010070T
3460,DRUP01010072T
3461,DRUP01010077T
3462,DRUP01010078T
3463,DRUP01010084T
3464,DRUP01010088T
3465,DRUP01010090T
3466,DRUP01010091T
3467,DRUP01010092T
3468,DRUP01010095T
3469,DRUP01010096T
3470,DRUP01010097T
3471,DRUP01010101T
3472,DRUP01010102T
3473,DRUP01010104T
3474,DRUP01010106T
3475,DRUP01010108T
3476,DRUP01010109T
3477,DRUP01010110T
3478,DRUP01010111T
3479,DRUP01010113T
3480,DRUP01010116T
3481,DRUP01010116TII
3482,DRUP01010119T
3483,DRUP01010121T
3484,DRUP01010122T
3485,DRUP01010142T
3486,DRUP01010148T
3487,DRUP01010149T
3488,DRUP01010167T
3489,DRUP01010211T
3490,DRUP01010230T
3491,DRUP01020002T
3492,DRUP01020004T
3493,DRUP01020006T
3494,DRUP01020018T
3495,DRUP01020022T
3496,DRUP01020026T
3497,DRUP01020027T
3498,DRUP01020033T
3499,DRUP01020034T
3500,DRUP01020037T
3501,DRUP01020043T
3502,DRUP01020053T
3503,DRUP01030002T
3504,DRUP01030004T
3505,DRUP01030012T
3506,DRUP01030013T
3507,DRUP01030018T
3508,DRUP01030024T
3509,DRUP01030026T
3510,DRUP01030028T
3511,DRUP01040009T
3512,DRUP01040010T
3513,DRUP01050001T
3514,DRUP01050002T
3515,DRUP01050003T
3516,DRUP01050008T
3517,DRUP01050009T
3518,DRUP01050010T
3519,DRUP01050012T
3520,DRUP01050016T
3521,DRUP01050018T
3522,DRUP01050019T
3523,DRUP01050020T
3524,DRUP01050021T
3525,DRUP01050023T
3526,DRUP01050025T
3527,DRUP01050026T
3528,DRUP01050028T
3529,DRUP01050029T
3530,DRUP01050030T
3531,DRUP01050031T
3532,DRUP01050033T
3533,DRUP01050038T
3534,DRUP01050040T
3535,DRUP01050040TII
3536,DRUP01050048T
3537,DRUP01050049T
3538,DRUP01060002T
3539,DRUP01060007T
3540,DRUP01060008T
3541,DRUP01060010T
3542,DRUP01060011T
3543,DRUP01060014T
3544,DRUP01060016T
3545,DRUP01060020T
3546,DRUP01060025T
3547,DRUP01060026T
3548,DRUP01060027T
3549,DRUP01070001T
3550,DRUP01070003T
3551,DRUP01070005T
3552,DRUP01070006T
3553,DRUP01070008T
3554,DRUP01070009T
3555,DRUP01070010T
3556,DRUP01070015T
3557,DRUP01070016T
3558,DRUP01070017T
3559,DRUP01070020T
3560,DRUP01070020TII
3561,DRUP01070022T
3562,DRUP01070024T
3563,DRUP01070026T
3564,DRUP01070026TII
3565,DRUP01070028T
